,Total_B_1,Total_B_2,Total_B_3,Total_B_4,Total_B_5,Total_B_6,Total_B_7,Total_B_8,Total_B_9,Total_B_10,Total_M_1,Total_M_2,Total_M_3,Total_M_4,Total_M_5,Total_M_6,Total_M_7,Total_M_8,Total_M_9,Total_M_10
CCT7,28.0087047296562,27.9226368446845,27.5151026962137,28.0324411217992,27.7624323260759,28.1255866535463,28.1692565602495,27.669255330734,28.1279002035899,28.0138773097769,28.4003962245551,28.5255571896176,28.2810488530997,28.5038519359746,28.7691018964402,28.6149843163546,28.3089960300253,28.4303380116583,28.4987260945049,28.5296210694858
CCT8,28.7067179041084,28.7237732090145,28.5473453187446,28.7199280185914,28.7782499198333,28.953381392909,28.7439705262074,28.4669994841955,28.8087606619503,28.9030259038635,29.2412950141029,29.0558191491111,28.4837381120362,29.1031457124753,29.5708550062958,29.3075202602537,28.8721758149631,29.0467683187096,29.0015553033687,29.0804264302011
CD109,23.1119169274935,24.6727119242795,24.1382117933076,24.3331307765802,24.5110504544363,24.2268507846615,23.9961927884351,24.4549423354936,24.0303586578112,23.7165959315596,22.6599085415942,24.045852295391,23.4613895158529,24.4093106483556,23.4469530299611,22.5673636509473,23.1939423290867,21.6163513278482,23.4915915115349,24.4523050962618
CD14,24.8002059534945,26.1024550470039,25.5371221648186,25.5240854061836,25.2241294809812,25.136648235074,25.8613359005914,25.7208544081024,25.4975312466052,25.3210321310869,25.0530813655812,25.6110205184078,25.4961296546582,25.3063646339941,24.3017328498644,25.0956709818059,25.3861722055606,24.5271319032718,25.3915247089783,25.0010559309212
CD177,21.9872339806078,25.4739504502607,29.4029999273265,26.8193375179721,21.40760419975,25.6740329625779,27.2759532557417,21.8700493953535,29.7119606970035,27.1678698361513,21.8947301569596,21.8369722872449,23.8722051765253,26.5625709628492,22.9922401638733,27.8132331886445,25.6995940565457,23.0111475911364,26.3078415857539,22.8758729712748
CD2AP,23.6413003287449,23.9907667913781,24.7075145894383,24.2729850938029,25.1900121161499,25.8288816119493,26.1363744380775,23.1885942784036,26.0152074485749,26.010221096779,26.6936515728918,21.5784503465267,19.0109252235681,26.3755563973003,27.8662619765581,28.1082902622052,25.5131909742874,28.1160968304414,24.2097763965472,26.6414105885975
CD38,26.8878575959081,21.5729364173907,24.106534187467,17.3559314052616,25.6181531345475,24.7444774678859,26.6761333476956,24.9270078619429,28.6454705472718,25.741265968076,23.1219398626996,23.0473664746406,24.8433560081475,24.5141245723382,21.4703543062902,27.8086379316192,25.9725048235777,26.0639192020507,27.2944767407405,23.5158830439803
CD44,27.5214818299964,28.6346415756527,27.9468721047408,27.665532943322,27.2420904696935,27.8226231476748,27.9081040533477,27.6549906089092,27.5880649398777,27.9711456723848,27.8993135862459,27.0142498722745,27.60611396317,27.4659103641344,26.6140014105512,28.1725506584666,27.4522265330772,26.2528473053264,27.5933466670962,26.2179137805377
CD59,29.6118929261682,29.1745282752453,30.1123479886012,29.570891187643,29.8137224866112,29.733147605242,29.2419995826779,29.6526848514732,29.8870877130679,29.6530608559641,29.619906311871,28.9602758405833,29.6359391267276,29.1320013182598,29.1438947149709,28.9098214113486,28.9105935559947,28.4831614876233,29.3462960812897,28.0074755167443
CD74,23.4246591825474,22.1905307361996,25.3982935622358,24.9231130901929,25.6282023250873,25.3930316455099,25.5495428632537,25.1926856222826,25.044060205066,23.3782969004175,22.3194519087254,24.8826900610737,23.448196981278,26.0007766365556,22.2605241373669,26.3339155639402,23.0376804832191,23.3558140475624,23.399845812746,23.0458932294546
CD81,28.4487655106551,30.368696413597,30.1226277838558,29.362125660321,29.1255866535463,29.6863892785044,29.6630233770225,30.0528430517338,29.4000093365876,29.2714185722088,28.5594671851959,29.4532671482297,29.6935518807354,29.1890035581432,28.4948029823465,29.3519709654612,28.6766377924055,28.5297327576817,29.1085644558988,28.5570582521926
CD82,22.5204097975695,24.5438620850624,23.9747380641883,23.864385672066,22.6734905381852,20.9874445829246,24.4136423896161,24.8348961209354,24.3627234797535,24.1763795349304,22.3017346014385,22.8805060422065,23.3499779623184,21.7023105543778,22.6928661795408,23.625334281542,23.3436804340506,23.278536430822,22.331252031665,24.5429770503491
CD9,29.4868095559211,29.3054125020566,29.5497337959826,28.9674673566476,28.7447084202146,29.4080717725824,29.8962271127582,29.7308501908461,29.7713235002382,29.6250729505714,29.44438802764,28.8889898843173,29.4009458343045,29.5882079437972,29.520564222024,29.7717485237398,29.5017088920015,30.1367508955528,29.6808011266516,29.8225623706325
CD99,26.8493583283658,22.9472088597011,22.1595852949282,22.8785613736541,23.3532631505045,22.9767319209274,22.9268540820574,23.8188013722388,22.7858435494923,22.2265497018804,23.1097892159815,25.5609251894038,25.44966302734,23.169361705634,22.9711105805615,22.7025327000055,23.6611213397781,23.1972457679949,26.6258916294496,23.3157992067552
CDC37,27.2062961421115,27.5749918856524,27.2378125783586,27.0844618014518,27.1500591543336,27.3842628334224,27.0713245448055,27.2591661215015,27.4373801232438,27.2735543165528,27.2919328458676,27.5698596634951,26.9071299755978,27.5539132920484,27.504912796917,27.716530519529,27.5824049168142,27.6407902672842,27.4161095416869,27.241726887272
CDC42,28.549366595227,28.4375388704975,28.5653267031354,29.0924736352592,28.5381958603806,28.3868546866204,29.1339618017072,28.4004369435696,28.9299333399691,28.6811028369934,28.3158774575676,28.5901371106203,28.7640788769356,28.8507596545813,28.4954130981417,28.5333764922615,28.7330506053849,29.3238859921029,28.7090869160428,28.247080458459
CDC5L,21.0878695868081,23.1249930021664,25.3816910662821,25.6581001018066,25.6725770564142,25.5607503066784,25.4513935001886,23.4406514423096,24.9879353303487,25.5845139002296,24.955356183221,24.6668199451106,24.8827366981631,25.3416382610806,25.9687970245264,25.4461642840878,21.5700190428577,26.1966866149414,24.7433478350952,25.8267499914269
CDH1,28.2876243217449,27.6691877366168,26.5994606945544,27.3747607842565,27.2802082119419,27.6594209706295,27.8200074200694,26.3932280864553,28.1534939713712,27.9984112096656,28.0136111347903,28.3812124756179,28.2315091991482,28.184517782723,28.839570813967,28.5128821516571,28.3402379775444,28.589280021606,28.8672051071598,28.7923762169955
CDK5RAP3,24.392835177813,21.1675226760647,24.2146754480082,21.09179214418,21.3948421385639,24.4218177799513,24.4494111491951,21.905769767346,19.3072112765152,24.2430716847924,21.1555266419634,24.4227803253273,23.9448521561426,24.7205152359013,24.2076929745984,24.9452987971297,24.8275012625783,25.4130612695793,24.8716413300978,23.1637562207974
CDV3,25.4305214627202,27.4838534092677,27.4836228055896,26.7422687235114,22.9527835105982,16.7684592476641,26.9759626886826,26.9069006852221,26.723382640486,27.2367183149542,26.0443103978595,28.3920654216186,25.7760797646783,27.3471413444032,26.4831614876233,27.8306233255186,26.840861655148,26.9777103509689,26.5642294004087,26.9344960713872
CECR5,20.0472537841348,22.4566925158763,21.1613549418276,23.8087346706937,21.9444379322813,23.305535663121,22.6129278459566,22.7039555679889,22.3099673065066,20.8038358815671,24.5885225025332,24.7999590223786,20.1291052371252,24.4352989193705,24.4737027772917,22.6924180449251,24.4195050475028,25.0519619849166,22.4870668489672,24.7569471732171
CES1,29.8751090172359,30.3696326544178,29.8516682981414,29.9692527855519,29.4985168773337,30.4877872059175,29.7662608261229,29.7315786407686,30.1649485758381,30.3024738894376,28.9350864814328,26.9387640707284,29.046690271209,28.2449958351379,28.6206929742374,28.4113892444131,28.1888621151417,27.7872468779196,27.4775369384295,25.6030884067683
CETN2,22.1691122223763,24.6872039417074,25.593859534162,24.9138320582688,24.8815236435976,24.7775101758676,24.4234857840086,24.4301385818684,24.4706032722949,24.6324521253524,24.2781709446232,24.4056800832666,25.0417647470784,24.5327896549091,24.0384193657744,24.412156839558,23.2754566783981,24.4425304886016,24.305982117681,23.5188520064503
CFB,28.714697777522,29.5496420045553,29.0664055627733,29.281358439566,29.2843403336013,28.8802862105873,29.9283244963983,29.7171354676786,29.4306371046627,29.5945573103883,28.5382698789041,27.8585760983966,28.7020012161123,28.3945615406164,28.494345226116,28.1792113122222,29.2960534567891,27.0362197359252,29.1544600510543,28.0624994391506
CFH,29.6379437102057,30.7585936392459,29.9310049064763,30.8496118605461,30.5381588496947,30.2041983543005,31.2128611203027,30.7922676019362,30.173432581561,30.7365062413761,29.9280420580574,29.487135512871,29.6681734446384,29.5851123184946,29.4700873334173,29.5206953446153,30.1305046574256,28.1375572595102,29.7867173628125,29.1218130296889
CFI,23.1786500265844,27.255479007344,26.551216336255,26.1427170801448,26.6634306303889,26.4214004774345,26.8866953505855,26.6857880024593,26.1431064872867,26.6829787293885,25.5685121424563,25.0245370786483,25.8023524727162,24.6789559689769,26.1692278829056,25.3471244439933,25.7848906020364,22.8615388840396,23.5764845325359,25.0400512082487
CFL1,31.1824591050475,31.293347892763,31.5263596874134,31.1639295328667,31.3997343794432,31.4990018344274,31.2655065650825,31.5240256065923,31.4629500298405,31.0982338082722,31.2207805720472,31.8484556904779,31.8765002019442,31.688708523219,31.4731008321587,31.2272227263039,32.2374878055269,31.559649516323,31.3819034931548,31.6803065204426
CFL2,27.2902637206532,27.2075068083886,27.3676970865834,27.4355532732218,27.3141493684338,27.458341650003,26.3924421621354,27.2975409969176,27.2320584136873,26.9567081316027,26.8390601626672,26.5162755701755,26.5555524523102,25.4107667885467,26.0402184723909,25.8347997002142,26.0697686810052,25.5882937393454,26.0672470776061,25.3520846568296
CHCHD2,26.755190567457,26.4952605933804,27.1403394177717,26.0703625638668,26.1632889657642,26.4850212350718,26.0927710103405,25.1081705977147,26.7378926267142,26.8380984460807,27.2838327425825,26.9599167035135,26.0915609663413,26.9236571783382,27.4682431868939,27.4203727566967,26.6867232125014,26.9146761865497,26.9492678220172,26.5070473086758
CHCHD3,26.2582137704183,26.7342787886155,22.8764068596305,26.1294339606779,26.2221035598423,26.4058099037509,26.0387123965264,23.0061952299656,26.0284628967278,26.5340076330658,23.2778053928764,23.1086179450629,26.1037960370596,26.2473340331417,22.1143220913501,26.5317342328183,26.0762064205626,19.442082118059,25.9467271197916,26.4246714598567
CHD4,21.8762103320013,23.1401931323786,23.4917430370722,23.2777160699877,23.0670133423837,23.232562070718,23.0802147347176,22.2358814305478,22.5797172678122,20.3882625603117,23.4110578403027,24.2163787918544,24.1515114832783,24.5140041420163,24.1206023937142,24.2477867342496,23.8861371400772,25.0646388378808,22.948492200316,24.6866163620318
CHMP5,23.1593299190715,21.1851842555021,22.1836227827668,23.0717775129878,23.4240631318896,22.1443709877453,25.0322519310548,24.6298426202472,25.2275853918574,23.2203043344359,22.197857451501,25.0290529560575,24.9979161297867,24.6858147311611,25.1010927664742,25.2922839947171,24.5170118882604,25.0327143535262,25.3922128535374,25.4334535116167
CHTOP,21.6463484056495,21.5287916231335,23.5563859830015,22.0621058159269,22.0488349575764,23.4068746028579,25.103095675363,23.4504255137111,20.2831433666162,22.8790495088991,25.132653474692,21.9194842787618,23.3124901729467,25.3556508559855,26.077714620528,25.2831615655335,25.5334136258352,25.7841417724541,23.1559102346199,25.4512362702179
CIRBP,27.2623062195311,27.4526978480245,27.4772281093496,26.9222965730431,26.2892965016348,27.0176517043207,27.7281922783607,27.0416603212493,27.109187429646,27.1195144256477,26.4172207999854,27.9116510093946,28.0957212770888,27.7233175354502,27.6615970842312,26.9213887894418,27.4448224256574,28.283170398838,28.2087164595628,28.90101265341
CISD1,27.0642482229717,26.7486801421199,26.3245213250043,26.9168412835776,26.8461330928181,26.9246767908796,26.7761801906945,26.7687549544832,26.9284092171195,26.9552674865906,26.6396178210264,26.7759291125454,26.4117528930229,27.0888144366957,27.262126969355,27.0394656309888,26.8973528539863,26.5889227508479,26.8887867184911,26.887276590286
CISD2,25.8039787388611,25.5180030700273,24.8464200725706,25.3351430703712,25.7448623678965,20.4360664965116,25.2748342471772,25.5461017460872,25.6603054126902,23.3868551308179,25.413384142942,25.0951880578568,25.0942217247297,25.5295168193679,25.4142232756711,26.4916262142649,25.3808327907886,26.313284547019,26.2086234454729,26.4452487983144
CKAP4,29.1456447917254,29.6941499303671,29.806596008735,29.0283100741664,29.0647621679883,29.5841088416337,29.0573436369337,29.1520920057357,29.2948929859813,29.4129643934783,28.9668350598694,29.3079110521288,29.6304989108079,29.3994593698858,28.947847586081,29.5754067252982,29.0132384072868,29.9792378207155,28.9951793645845,28.9287480502618
CKAP5,25.0889761420834,21.7613566085815,23.4173964372491,23.3986607002388,24.79124000926,21.684332629327,25.4925585877313,23.4989594034803,25.5764054583267,24.4073020002906,25.5296657458017,25.4236781219768,23.5606280059677,26.1018341668879,26.4360936263064,26.0093456426125,25.2894372283441,26.2614276807886,25.6601965875381,26.3898029101811
CKB,33.5363534264106,32.706211516915,33.2697478192243,33.6614017081725,33.7163056430512,33.2645841168302,33.3404290053489,33.6297306043354,33.4563551201758,32.9884941174092,33.1874380725825,32.6459214263781,32.9233029775947,32.2241777920885,32.8973708875616,32.8007189720817,32.9680684688558,32.930053225761,33.1702569232139,31.8823795945264
CKM,26.9817437297351,18.8683443756844,28.5290997435484,27.0959727272055,25.7282182328819,25.5016975045064,26.8640786227041,26.9315685693242,23.2816700378619,25.007956637837,25.7917119856024,23.1167238849386,22.0703734061798,26.1115572541112,23.9867642235663,22.2512375576865,26.2307033061022,23.2455657519413,24.7097245684143,22.776438515709
CKMT1A,26.7179035497411,27.2034050621649,25.8556446949695,25.7745474011125,25.1733706261948,26.8809867747194,26.8884383676405,26.0650087965787,25.6510532244762,26.9908589449721,26.5537668478478,26.0245370786483,20.0912010066806,26.3150827936444,27.5169067229679,26.7486801421199,26.3449934067464,28.5588470869424,28.1240586619357,27.2451772263547
CLIC1,29.6631761105074,29.5320576307827,29.2791677935161,29.5711082566735,29.5705655228469,29.5312582970885,30.0078497359037,29.4201317787099,29.8879447265738,29.6495533740462,29.5972420234466,30.3672388302607,29.728532894304,29.8543908001479,29.7900003362226,30.2166239448043,29.9232321270095,30.4832768309449,30.3665094859859,30.1991745903256
CLIC4,28.8475076858482,29.1117263784227,29.1763842908928,29.0221838592414,29.0528430517338,29.0194556702573,28.7513644645049,29.4595732941154,29.3290720792949,28.9459238623012,28.6312451219253,28.6116819081467,29.3767696909049,28.8996881288901,28.1758848292154,28.5413752326574,28.7082647832429,28.0197737831631,28.404462447768,28.324229450036
CLINT1,25.7639269663278,21.0044284692137,25.7294375689838,23.4564939780081,24.4226520230424,25.640748903045,25.1496522400966,25.4910603825292,26.4895453081191,25.5936601075226,26.4544246866909,26.309663970512,26.4004125122988,26.8840186276832,26.8027961816822,26.345247266782,25.7548848523543,26.6719565017925,26.7865615860812,26.483269141677
CLPP,22.1750705456304,18.8331447301902,22.7000741564154,23.7512525879014,22.2504015787783,21.975414679614,20.5815243560837,23.6153465856719,25.2465188130031,23.0352286368636,26.2745854606942,25.8573544152411,23.4374944830923,25.5216315881364,26.5588689773012,26.057446933754,19.0705357996119,26.2507529362661,26.6907244031244,27.0261213553633
CLTA,24.6674156413504,21.7795854189972,26.1948471606836,24.8225015910297,24.9834626616585,25.8559297890913,24.9674563625494,20.9806347532206,25.3818230633582,25.3317649113508,26.0333656973555,26.0587272002414,25.6774243741238,25.8701601839048,25.8463005046112,26.6908575852192,23.1016417165941,26.0560828198348,25.6050684602694,25.9475076360361
CLTC,31.13864391592,30.4190066822529,30.4922835237987,30.6965230711859,30.7480722807137,30.85445025105,30.7893940932472,30.5624727060802,30.8673229551456,30.8682065083267,30.8351491946728,31.0870825476077,30.9418868642632,31.2259595714137,31.1449766101825,31.2045481975001,31.1603872598201,31.1693163028854,31.4833729433356,31.4919491741047
